lease_id,property_id,tenant_name,lease_start,lease_end,rent_amount
L00833,P0172,Molly Ortiz,2021-06-14,2029-08-04,18704
L00834,P0222,Gina Barnes,2021-10-15,2029-06-07,9504
L00835,P0061,Carolyn Chandler,2021-06-14,2028-11-08,24015
L00836,P0449,Jose Carr,2023-01-22,2029-06-30,21851
L00837,P0143,Thomas Gonzalez,2020-03-31,2028-03-11,24836
L00838,P0252,Kathryn Price,2021-08-16,2027-12-18,27580
L00839,P0056,Karen Olsen,2021-01-05,2025-12-10,41149
L00840,P0003,Shane Schroeder,2021-06-13,2028-08-09,40930
L00841,P0330,Rebekah Fowler,2022-12-05,2028-10-31,21571
L00842,P0113,Rhonda Thomas,2023-08-03,2025-09-24,5685
L00843,P0378,Kaitlin Stewart,2020-10-23,2027-02-01,43984
L00844,P0499,Mr. Richard Mitchell,2019-10-31,2025-11-18,29224
L00845,P0408,Jennifer Wilson,2020-02-06,2025-03-27,24693
L00846,P0090,Jeremy White,2022-02-24,2025-09-13,34980
L00847,P0129,Zachary Lamb,2023-08-04,2025-01-02,37324
L00848,P0136,Robert Lewis,2021-03-26,2025-01-23,14725
L00849,P0466,Margaret Shelton,2021-03-06,2029-01-30,21951
L00850,P0086,Michael Anderson,2021-06-07,2026-12-25,5587
L00851,P0468,Mrs. Kelly Frey,2023-06-19,2025-11-09,17733
L00852,P0468,Gerald Fischer,2022-08-14,2028-12-24,3758
L00853,P0335,Kimberly Garcia,2022-02-28,2028-02-13,34461
L00854,P0167,Mr. Paul Glenn,2021-04-19,2025-07-13,4065
L00855,P0275,Terry Bradley,2022-11-30,2025-07-28,25730
L00856,P0187,Erin Collins,2023-06-16,2025-11-22,4800
L00857,P0320,Jonathan Roberson,2022-09-23,2026-08-02,6140
L00858,P0231,Joy Finley,2024-06-05,2028-04-23,27161
L00859,P0330,Mark Gonzales,2022-03-14,2028-11-08,29245
L00860,P0052,Jennifer Duran,2022-05-31,2026-02-21,38540
L00861,P0097,Nicole Soto,2024-07-11,2029-05-24,11691
L00862,P0271,Robert Brown,2020-12-15,2025-10-20,30006
L00863,P0155,Joseph Tate,2021-08-15,2028-07-03,20363
L00864,P0243,James Gordon,2020-04-02,2025-10-29,41265
L00865,P0135,Melissa Kirk,2024-05-14,2027-12-11,4931
L00866,P0043,Allen Williams,2024-04-22,2025-02-07,24993
L00867,P0304,Briana Hodge,2022-01-09,2028-01-19,26787
L00868,P0390,Dr. Kathy Whitehead,2022-05-29,2028-10-02,25516
L00869,P0209,Sherry King,2023-07-28,2026-01-18,10983
L00870,P0361,Cheryl Cunningham,2024-07-20,2026-03-21,17349
L00871,P0262,Melissa Manning,2021-07-05,2027-06-12,32598
L00872,P0423,Bryan Green,2020-01-28,2028-11-02,24686
L00873,P0285,Chelsea Scott,2022-09-07,2027-12-01,5823
L00874,P0441,Dr. Chloe Walters,2019-11-21,2026-08-14,29482
L00875,P0179,Jessica Johns,2021-01-14,2029-07-01,33477
L00876,P0181,Linda Johnson,2021-11-16,2027-10-07,25528
L00877,P0009,Russell Hammond,2024-04-19,2028-10-24,11852
L00878,P0227,Tiffany Rivera,2024-02-20,2027-03-11,48096
L00879,P0491,Andrew Walton,2022-01-22,2028-07-09,49643
L00880,P0438,Tanya White,2024-09-27,2029-02-11,15647
L00881,P0375,Jennifer Stephens,2024-01-25,2026-01-16,4307
L00882,P0187,Makayla Blair,2023-04-24,2025-05-29,40547
L00883,P0477,Austin Sherman,2023-01-12,2026-11-06,8341
L00884,P0374,Jeremy Blevins,2020-06-30,2029-10-18,16910
L00885,P0354,Henry Myers,2023-03-03,2024-10-29,48635
L00886,P0467,Alicia Thompson,2021-08-01,2025-02-26,43375
L00887,P0214,Rebecca Brown,2021-09-19,2025-03-19,15067
L00888,P0122,Lindsey White,2023-07-22,2028-04-23,37099
L00889,P0249,Gabriel Webb,2023-11-23,2028-06-07,22510
L00890,P0201,Terri Clark,2022-05-29,2028-04-26,25125
L00891,P0217,Patricia Fletcher,2021-10-02,2027-03-27,20028
L00892,P0496,Dylan Miller,2021-02-12,2025-01-21,49599
L00893,P0015,Danny Wright,2024-02-07,2027-09-05,15134
L00894,P0331,Nathan Terry,2024-01-26,2029-04-21,8307
L00895,P0396,Jason Becker,2022-12-14,2029-10-11,22730
L00896,P0012,Christopher Martin,2021-06-19,2026-12-07,1159
L00897,P0315,Jordan Gutierrez,2021-04-30,2025-02-10,22075
L00898,P0243,Katrina Copeland,2022-04-09,2029-02-23,25728
L00899,P0145,James Hamilton,2020-02-14,2028-02-26,18802
L00900,P0445,Brandon Perez,2023-09-26,2028-02-28,14947
L00901,P0269,Larry Sullivan,2023-09-30,2027-07-05,42561
L00902,P0110,Thomas Jones,2024-02-10,2026-03-05,11025
L00903,P0419,Cody Hudson MD,2020-05-28,2028-03-23,15633
L00904,P0016,Linda Morales,2023-04-03,2028-04-27,4050
L00905,P0100,Robert Anderson,2019-12-29,2029-08-28,40306
L00906,P0087,Lisa Lyons,2021-07-07,2027-04-09,44604
L00907,P0128,Sara Grant,2024-08-19,2029-06-14,45384
L00908,P0011,Patrick Malone,2020-01-27,2025-08-28,31494
L00909,P0191,Michelle Lewis,2023-01-11,2027-08-28,41267
L00910,P0219,Jonathan Patterson,2023-08-10,2026-09-25,19725
L00911,P0422,Benjamin Williams,2021-10-03,2025-08-11,6897
L00912,P0071,Robert West,2021-04-17,2027-02-12,40440
L00913,P0066,Gary Rodriguez,2024-03-08,2027-12-07,5988
L00914,P0432,Diane Johnston,2022-11-14,2028-06-29,7812
L00915,P0064,Andrew Anderson,2021-05-23,2026-09-25,42710
L00916,P0382,David Steele,2020-01-05,2026-03-22,10036
L00917,P0040,Todd Stevenson,2020-03-23,2027-06-20,23115
L00918,P0067,David Kane,2020-03-27,2028-03-30,46699
L00919,P0332,John King,2023-01-19,2026-05-11,30537
L00920,P0128,Nicholas Walsh,2021-03-09,2029-02-17,33687
L00921,P0213,Nathan Bowers,2023-07-25,2029-05-11,5532
L00922,P0400,Jerry Miller,2021-10-30,2029-03-29,34006
L00923,P0283,Andre Baker,2022-09-21,2025-05-31,18274
L00924,P0350,Tiffany Wu DDS,2021-01-28,2025-04-03,42758
L00925,P0430,Daniel Giles,2021-10-30,2025-07-24,1652
L00926,P0258,Robert Olson,2024-07-01,2026-01-09,23639
L00927,P0446,Lisa Lee,2020-05-23,2027-06-06,24844
L00928,P0307,Troy May,2022-12-24,2028-07-04,21994
L00929,P0294,James Hernandez,2022-11-19,2027-09-25,22596
L00930,P0382,Ariel Gonzalez,2023-02-07,2025-11-14,5594
L00931,P0132,Sarah Townsend,2024-02-06,2028-07-20,29380
L00932,P0363,Margaret Alexander,2019-10-30,2027-07-01,45626
L00933,P0087,Martin Pineda,2021-09-14,2026-01-16,48002
L00934,P0053,Sherri Wall,2023-03-30,2025-07-30,12762
L00935,P0008,Theresa Young,2021-05-20,2025-05-24,43315
L00936,P0248,Shawn Villa,2023-08-01,2024-12-25,14158
L00937,P0307,Richard Espinoza,2020-09-19,2027-03-25,17383
L00938,P0225,Heather Mitchell,2024-04-05,2025-06-18,27389
L00939,P0440,Lisa Marks,2020-02-13,2028-03-11,6408
L00940,P0201,Rebecca Fowler,2020-04-17,2029-01-20,6859
L00941,P0263,Frederick Trevino,2022-10-07,2029-05-21,6469
L00942,P0302,Chloe Morris,2023-12-10,2028-05-02,24321
L00943,P0486,Rebekah Alvarez,2020-11-02,2028-09-08,10146
L00944,P0300,Anne Thomas,2023-03-12,2029-06-06,23106
L00945,P0353,Anna Brooks,2020-08-22,2026-04-10,21725
L00946,P0450,Michelle Cooper,2023-02-06,2028-01-06,47800
L00947,P0403,Andrew Salinas,2024-02-13,2029-01-10,6441
L00948,P0294,Chris Horn,2021-06-07,2027-12-31,46251
L00949,P0168,Jennifer Smith,2023-12-28,2025-10-23,8293
L00950,P0336,Paul Dominguez,2022-07-20,2027-08-10,43358
L00951,P0396,Jonathan Barber,2023-03-07,2027-02-26,23861
L00952,P0230,Mathew Joseph,2020-07-25,2026-12-18,48323
L00953,P0373,Michael Rowland,2020-06-15,2025-11-10,27752
L00954,P0456,Wesley Stewart,2023-09-24,2026-05-27,11552
L00955,P0458,John Brown,2024-04-21,2026-09-02,46025
L00956,P0188,Steven Ellis,2024-01-07,2027-02-09,19197
L00957,P0393,Andrew Wilson,2021-01-07,2028-11-28,18083
L00958,P0230,Wanda Conway,2022-08-20,2028-08-14,49187
L00959,P0080,Jo Scott,2022-05-07,2028-08-24,12327
L00960,P0397,Darrell Smith,2020-02-23,2026-10-04,38474
L00961,P0205,Jillian Wise DDS,2023-09-01,2028-08-29,47676
L00962,P0096,Mr. Chad Parker MD,2022-04-19,2029-04-26,30106
L00963,P0001,Carla Davenport,2023-04-04,2025-08-30,6556
L00964,P0069,Lisa Rivera,2020-10-23,2027-04-18,25731
L00965,P0021,Kristy White,2019-12-04,2024-11-11,24686
L00966,P0490,James Blankenship,2021-12-08,2027-12-12,15737
L00967,P0222,Ashley Powell,2020-01-02,2027-09-14,45966
L00968,P0041,Sheryl Johnson,2021-04-18,2027-07-12,35122
L00969,P0314,Lisa Adams,2022-02-22,2029-10-18,18156
L00970,P0335,Aaron Thornton,2021-06-06,2024-12-22,15972
L00971,P0427,Rachel Andersen,2023-07-21,2025-01-02,47322
L00972,P0010,Michael Hansen,2023-04-22,2025-03-06,21699
L00973,P0332,Raymond Huffman,2023-05-26,2028-02-26,45319
L00974,P0075,Lee Smith,2022-09-23,2026-01-05,8344
L00975,P0450,Andrew Rogers,2022-08-01,2025-11-18,20188
L00976,P0345,Aaron Berg,2022-11-19,2028-12-19,18427
L00977,P0462,Mary Gonzalez,2020-06-29,2026-05-22,37512
L00978,P0039,Andrea Jackson,2022-12-16,2026-08-19,39912
L00979,P0266,Bruce Hahn,2023-09-04,2029-07-24,44990
L00980,P0328,Rebecca Anderson,2024-10-17,2025-11-01,4775
L00981,P0410,Emily Smith,2021-07-06,2025-05-19,6866
L00982,P0069,Norman Davis,2023-12-15,2025-12-12,45490
L00983,P0128,Kelsey Townsend,2020-10-22,2025-03-02,18493
L00984,P0372,Lisa Wagner,2024-05-27,2027-08-02,48086
L00985,P0357,Mr. Bryan Hickman DDS,2023-09-05,2027-07-04,18471
L00986,P0409,Angela Hernandez,2022-08-29,2029-09-12,7659
L00987,P0206,Austin Patton,2021-08-07,2029-04-13,34254
L00988,P0232,Andrew Ramos,2021-05-11,2025-08-29,47674
L00989,P0307,Steven Brown,2024-04-11,2025-03-04,11769
L00990,P0289,Michael Smith,2020-10-26,2025-03-28,48985
L00991,P0347,Brenda Soto,2020-09-02,2028-07-29,25197
L00992,P0440,Savannah Yang,2019-11-22,2027-06-20,26618
L00993,P0235,Christopher Graham,2020-02-20,2026-09-07,17197
L00994,P0096,Regina Jones,2022-05-07,2027-08-30,20124
L00995,P0283,Alexander Santos,2020-01-29,2027-05-25,22310
L00996,P0175,Glenn Parker,2020-07-18,2028-11-22,19989
L00997,P0005,Ian Smith,2021-02-06,2028-12-13,24991
L00998,P0464,Karen Murphy,2024-05-31,2027-06-27,16944
L00999,P0181,Heather Perez,2022-12-12,2027-09-10,9545
L01000,P0439,Jared Myers,2024-07-02,2026-12-27,32720
L01001,P0078,Michelle Torres,2024-06-22,2028-03-13,47862
L01002,P0298,Jessica Oliver,2022-04-21,2026-07-06,24086
L01003,P0216,Mario Thompson,2023-11-11,2025-12-31,15448
L01004,P0346,James Glass,2020-12-01,2026-11-09,26063
L01005,P0432,Jennifer Green,2024-10-23,2025-04-25,34350
L01006,P0427,Jennifer Mitchell,2021-07-10,2029-07-11,6816
L01007,P0434,Martha Neal,2022-01-24,2027-11-13,4100
L01008,P0387,Jason Miller,2024-03-28,2025-03-26,7667
L01009,P0326,Cheryl Campbell,2024-09-25,2029-04-25,13771
L01010,P0288,Dr. Anthony Miller,2020-12-04,2025-06-17,39814
L01011,P0278,Catherine Chambers,2024-10-03,2029-09-29,45378
L01012,P0397,Ronald Warren II,2023-04-05,2029-06-08,22802
L01013,P0206,Eric Briggs,2024-10-20,2027-08-03,39223
L01014,P0058,Jason Lawson,2024-06-25,2029-03-06,43069
L01015,P0466,Michael Meza,2021-02-15,2029-09-01,48244
L01016,P0481,Andrew Rodriguez,2021-05-03,2025-11-10,12053
L01017,P0169,Renee Rhodes,2023-12-02,2029-05-16,42397
L01018,P0404,Kevin Baldwin,2021-06-29,2026-10-10,27640
L01019,P0077,John Davis,2023-02-09,2025-02-18,24932
L01020,P0385,Christopher Baker,2024-07-11,2025-04-13,21814
L01021,P0418,Justin Hall,2023-05-23,2029-02-21,38530
L01022,P0053,Rebekah Bond,2021-04-16,2027-10-13,37513
L01023,P0398,Anthony Li,2020-12-01,2025-08-07,32207
L01024,P0091,Terri Martin,2020-05-24,2025-07-26,4634
L01025,P0166,Michael Page,2020-08-14,2027-05-07,12368
L01026,P0341,Misty Simmons,2024-10-18,2028-01-11,41445
L01027,P0003,Miranda Williams,2020-01-29,2029-09-01,21533
L01028,P0398,Alexander Owens,2023-04-14,2026-07-31,19389
L01029,P0245,Ronald Cruz,2021-01-30,2028-03-15,44677
L01030,P0115,Jessica Lane,2022-11-13,2027-03-18,31226
L01031,P0378,Danielle Cochran,2023-10-11,2028-10-15,4282
L01032,P0169,Daniel Skinner,2021-07-30,2028-02-23,31149
L01033,P0074,Michael Russell,2023-10-07,2027-06-21,17365
L01034,P0125,Sierra Parsons,2021-01-07,2025-06-27,24752
L01035,P0254,Taylor Garcia,2020-02-28,2025-12-05,29506
L01036,P0157,Douglas Levine,2023-03-06,2028-11-05,13978
L01037,P0423,Cindy Evans,2024-07-15,2028-03-18,19481
L01038,P0467,Anthony Lin,2022-08-01,2027-04-18,46984
L01039,P0256,Shelby Haynes,2022-05-14,2026-07-21,42831
L01040,P0188,Steven Munoz,2021-03-21,2028-05-24,45471
L01041,P0310,Lacey Carter,2024-05-15,2027-12-03,12791
L01042,P0372,Ms. Maria Austin,2022-03-30,2028-11-26,40444
L01043,P0013,Manuel Leblanc,2023-12-07,2025-02-17,22577
L01044,P0261,Kenneth Brown,2021-11-02,2029-09-03,25481
L01045,P0202,Jonathan Wilson,2022-01-17,2027-09-07,17227
L01046,P0392,Lisa Johnson,2022-11-16,2029-07-31,20388
L01047,P0305,Paul Silva,2024-03-25,2029-05-20,19423
L01048,P0091,Derek Leblanc,2023-11-18,2028-06-01,31267
L01049,P0248,Jaime Baker,2021-09-29,2025-04-16,6625
L01050,P0139,Vanessa Gardner,2023-03-08,2025-08-30,39838
L01051,P0144,Mrs. Pam Ramirez,2021-05-23,2024-10-29,5267
L01052,P0032,Thomas Morgan,2022-01-20,2026-01-23,19894
L01053,P0022,Norman Sanchez,2020-12-05,2026-04-04,5234
L01054,P0440,William Hanson,2022-10-27,2026-07-16,27086
L01055,P0468,Ronald Pacheco,2021-06-10,2025-08-13,41244
L01056,P0106,Anne Smith,2020-07-12,2025-11-23,34493
L01057,P0465,Alison Martin,2023-06-20,2028-02-18,41811
L01058,P0209,Rebecca Butler,2023-06-16,2026-12-26,20306
L01059,P0125,James Mcpherson,2023-05-31,2026-08-20,14025
L01060,P0311,Derek Mccarthy,2022-06-10,2028-03-30,14140
L01061,P0373,Justin Hart,2021-04-02,2026-05-02,46371
L01062,P0363,Samuel Reyes,2023-11-30,2024-12-26,10597
L01063,P0136,Timothy Watkins,2024-02-15,2026-04-24,43554
L01064,P0101,Sue Taylor,2020-12-24,2029-02-09,25916
L01065,P0144,Deanna Johnson,2023-07-24,2025-05-28,6077
L01066,P0366,Nathan Hurst,2021-02-10,2029-09-15,12919
L01067,P0187,Jeremiah Patel,2022-03-26,2026-12-06,43395
L01068,P0124,Valerie Chen,2024-03-25,2027-09-19,34642
L01069,P0443,Mark Gross,2022-01-01,2025-12-26,21236
L01070,P0354,Christopher Carr,2024-06-18,2029-07-14,44309
L01071,P0208,Taylor Rocha,2020-01-31,2026-03-17,23557
L01072,P0202,Dr. Gregory Warner,2022-06-12,2029-09-23,27879
L01073,P0158,Patrick Maxwell,2022-09-03,2026-02-09,17917
L01074,P0003,Ronald Cruz,2023-04-13,2027-04-27,17136
L01075,P0477,David Bailey,2022-08-12,2028-06-22,48906
L01076,P0398,Theresa Schneider,2024-09-10,2028-01-03,40679
L01077,P0068,Yolanda Kane,2023-12-25,2026-12-04,26448
L01078,P0249,Michael Johnson,2020-08-27,2027-05-31,40693
L01079,P0089,Michelle Decker,2020-03-22,2027-11-01,44966
L01080,P0473,Daniel Pacheco,2023-08-11,2027-04-11,46637
L01081,P0017,Paul Phillips,2022-03-19,2028-10-06,18302
L01082,P0334,Corey Foster,2023-08-28,2028-09-22,1361
L01083,P0159,Jose Miles,2024-03-23,2029-02-27,23359
L01084,P0086,Rhonda Odom,2020-09-10,2026-05-08,23932
L01085,P0362,Alison Wang,2023-02-21,2026-10-16,9871
L01086,P0193,Michelle Gonzales,2020-02-04,2025-11-17,34723
L01087,P0461,Manuel Olson,2023-11-25,2027-01-11,38652
L01088,P0427,Daniel Leon,2021-01-18,2026-01-22,26238
L01089,P0176,Lauren Walter,2023-08-02,2026-02-19,15441
L01090,P0039,John Thomas,2020-12-03,2026-10-11,24292
L01091,P0417,William Fry,2021-02-13,2029-02-04,14142
L01092,P0337,Sarah Stone,2023-06-03,2025-09-26,48483
L01093,P0456,Sydney Harris,2022-09-13,2027-02-06,27982
L01094,P0218,Brian Lawrence,2020-09-02,2029-07-17,45073
L01095,P0313,Kyle Klein,2024-01-26,2026-06-01,5191
L01096,P0083,Lisa Montes,2022-03-22,2029-06-09,22947
L01097,P0026,Richard Bailey,2019-12-11,2025-08-11,49471
L01098,P0044,Brooke Graham,2021-07-30,2028-02-15,17419
L01099,P0218,Matthew Jones,2021-10-24,2028-09-27,10868
L01100,P0052,Betty Phillips,2023-11-15,2027-10-26,38680
L01101,P0468,Susan Zuniga,2023-02-19,2024-10-28,3281
L01102,P0365,Antonio Smith,2021-12-17,2028-04-10,24824
L01103,P0205,Michelle Rice,2022-01-27,2026-10-07,44959
L01104,P0101,Shelby York,2020-02-06,2028-09-19,24334
L01105,P0228,Jessica Gonzalez,2021-03-08,2026-07-11,17279
L01106,P0488,Amy Nguyen,2021-02-10,2029-09-13,42534
L01107,P0018,Stephanie Beard,2021-02-08,2026-04-01,6762
L01108,P0144,Deborah Ibarra,2021-10-15,2027-12-21,15549
L01109,P0445,Kevin Robbins,2023-09-11,2027-10-21,4575
L01110,P0114,Marco Martin,2020-12-09,2029-04-29,37647
L01111,P0108,Andrew Powers,2023-10-09,2025-03-03,17008
L01112,P0099,Leslie Payne,2022-09-20,2026-06-21,25202
L01113,P0269,Todd Fuentes,2020-11-01,2028-12-09,43554
L01114,P0100,Ronald Faulkner,2020-10-02,2029-03-02,35019
L01115,P0034,Christopher Lowe,2023-03-23,2027-06-22,49328
L01116,P0386,Bruce Cuevas,2022-08-29,2026-11-01,22147
L01117,P0307,Carla Thomas,2022-09-09,2027-05-01,11120
L01118,P0493,Ashley Sanchez,2020-01-19,2027-04-27,47749
L01119,P0270,Jennifer Perry,2022-11-21,2025-04-22,1088
L01120,P0186,Taylor Martin,2021-04-01,2028-10-09,31459
L01121,P0473,Sherri Lewis,2019-11-11,2028-12-24,28217
L01122,P0041,Todd Morgan,2023-04-12,2027-04-05,34378
L01123,P0412,Mandy Lloyd,2021-10-11,2025-08-12,43275
L01124,P0418,William Schroeder,2024-04-23,2026-03-15,23595
L01125,P0424,Michael Cardenas,2024-01-02,2029-06-19,16740
L01126,P0119,Kenneth Morrow,2024-08-31,2029-02-23,25231
L01127,P0124,Jennifer Nelson,2024-07-13,2026-08-12,37775
L01128,P0245,Robert Baker,2024-02-05,2028-01-03,25787
L01129,P0499,Terri Torres,2023-09-26,2025-12-13,10030
L01130,P0449,Riley Hanna,2022-02-13,2028-03-24,9802
L01131,P0014,Joshua Walker,2022-03-15,2026-10-21,31873
L01132,P0014,Patricia Davis,2023-05-06,2029-07-03,17671
L01133,P0342,Diana Potter,2020-12-06,2029-10-05,13325
L01134,P0248,Mrs. Kelly Hill,2024-02-24,2028-02-27,42735
L01135,P0357,Diana Vargas,2021-12-25,2028-06-09,31910
L01136,P0247,Crystal Kelley,2020-02-03,2027-12-14,13886
L01137,P0350,Jeffrey Robinson,2022-01-26,2025-03-07,2393
L01138,P0395,Joseph Payne,2021-11-26,2027-11-13,45878
L01139,P0289,Justin Watts,2022-12-24,2029-08-22,18467
L01140,P0102,Blake Macdonald,2023-08-11,2026-07-31,13969
L01141,P0190,Mark Montoya,2020-10-26,2029-04-18,10672
L01142,P0411,Kelly Robinson,2022-07-28,2029-08-05,4511
L01143,P0103,Kristin Zamora,2020-05-18,2029-03-25,8619
L01144,P0127,Thomas Thornton,2021-02-21,2029-06-14,1461
L01145,P0323,Cassie Perez,2021-08-05,2027-04-05,25397
L01146,P0311,George Ibarra,2022-08-02,2025-06-13,17086
L01147,P0085,Jason Mitchell,2022-02-09,2024-11-26,20233
L01148,P0094,Chelsea White,2023-06-10,2026-09-08,25635
L01149,P0073,Ryan Becker DVM,2020-11-20,2028-07-23,16146
L01150,P0144,Carlos Roberts II,2020-08-01,2027-03-18,27253
L01151,P0077,Tara Bush,2022-08-26,2029-04-16,34718
L01152,P0224,Nicole White,2024-01-20,2028-01-01,33098
L01153,P0465,Valerie Marsh,2020-11-18,2027-07-29,15152
L01154,P0105,Denise Alvarez,2023-11-01,2026-06-06,26158
L01155,P0261,Nancy Morrow,2021-04-05,2026-11-08,43423
L01156,P0274,Destiny Williams,2022-09-30,2026-10-27,3130
L01157,P0103,Kathy Medina,2021-05-29,2025-08-18,27335
L01158,P0081,Dawn Holloway,2021-08-27,2029-06-04,20911
L01159,P0499,Megan Sampson,2024-03-09,2028-12-11,26193
L01160,P0209,Jonathan Moore,2020-02-12,2027-04-30,22630
L01161,P0400,Stephen Charles,2020-02-13,2026-07-25,5646
L01162,P0153,Amanda Moore,2020-07-31,2026-12-28,28081
L01163,P0289,Heather Tanner,2023-08-18,2028-05-24,20859
L01164,P0190,Anthony Castaneda,2023-03-06,2025-10-10,43341
L01165,P0172,Rachel Lopez,2023-01-12,2026-09-03,27784
L01166,P0487,Jeffery Perry,2023-11-25,2026-07-04,44965
L01167,P0174,Sabrina Lee,2022-01-01,2027-11-23,18015
L01168,P0433,Michael Murray,2020-11-28,2029-07-03,7254
L01169,P0153,David Alvarez,2023-11-25,2029-10-23,1868
L01170,P0385,Hannah Cummings,2023-04-22,2026-01-18,14313
L01171,P0110,Angela Shelton,2020-10-25,2028-07-26,46520
L01172,P0168,Lisa Harris,2024-02-21,2025-12-25,36530
L01173,P0257,Christopher Adams,2020-07-20,2027-02-16,17876
L01174,P0160,Autumn Fritz,2022-01-24,2025-10-01,11098
L01175,P0484,Paul Watts,2024-07-31,2026-09-10,39239
L01176,P0127,Carlos Ellis,2020-06-22,2028-08-31,40493
L01177,P0451,Eric Franklin,2022-03-10,2027-08-02,9780
L01178,P0029,Judy Lopez,2022-05-31,2027-06-16,35534
L01179,P0224,Stephanie Conley,2024-03-25,2028-06-02,24674
L01180,P0471,Jeffrey Sims,2020-02-23,2027-06-09,21047
L01181,P0353,Steven Nelson,2021-09-17,2025-06-25,36354
L01182,P0301,Jamie Martin,2019-11-06,2028-07-11,42415
L01183,P0468,Stephanie Adkins,2022-07-18,2025-04-01,11760
L01184,P0112,Amber Jenkins,2021-06-09,2025-12-10,6307
L01185,P0314,Scott Chan,2023-01-11,2027-11-18,28047
L01186,P0470,Tammy Adams,2022-12-30,2026-07-24,24263
L01187,P0366,Tracy Hall,2021-07-28,2026-08-08,3451
L01188,P0351,Samantha Wong,2023-12-20,2027-01-13,33412
L01189,P0247,William Sosa,2023-08-25,2028-05-31,24180
L01190,P0026,Miss Brittany Peterson,2024-04-30,2028-02-07,16940
L01191,P0029,Patrick Morse,2022-09-29,2025-06-23,39085
L01192,P0363,Angela Peters,2020-01-30,2028-01-19,42548
L01193,P0470,Eric Thompson,2024-02-17,2025-06-24,8707
L01194,P0386,Angela Garcia,2023-01-01,2026-01-12,15166
L01195,P0182,Denise Rosales,2024-04-22,2029-05-15,45321
L01196,P0430,Corey Bryant,2020-05-24,2029-10-03,26587
L01197,P0328,Ms. Lori Garcia DDS,2023-06-07,2027-02-02,18815
L01198,P0009,Lauren Freeman,2022-04-10,2025-04-25,21499
L01199,P0265,Amanda Clay,2020-10-17,2025-03-15,24662
L01200,P0491,Jennifer Allen,2023-12-13,2025-02-26,29791
L01201,P0268,Matthew Allen,2021-07-10,2027-03-02,5127
L01202,P0187,Angela Coleman,2021-02-20,2028-03-13,11710
L01203,P0429,Luke Barnett,2021-06-01,2029-02-06,5754
L01204,P0072,James Flores,2022-03-17,2025-11-14,7530
L01205,P0418,Isaac Spence,2024-03-15,2029-09-01,28074
L01206,P0483,Ryan Kelly,2021-12-05,2029-04-20,18450
L01207,P0478,Hannah Keith,2020-07-06,2029-06-08,10032
L01208,P0314,Linda Washington,2021-04-27,2028-11-03,18758
L01209,P0059,Alexandra Garrison,2023-11-09,2028-06-15,32630
L01210,P0183,Amy Li,2023-02-04,2025-11-20,28576
L01211,P0117,Richard Payne,2019-11-27,2027-04-11,42270
L01212,P0482,Amber Jones,2020-10-03,2028-02-09,45020
L01213,P0368,Margaret Shepherd,2019-11-14,2027-01-21,33501
L01214,P0453,Matthew Lewis,2020-10-27,2025-05-22,1783
L01215,P0268,Donald King,2021-05-06,2027-10-27,37904
L01216,P0206,Scott Miller,2024-08-27,2029-01-14,25964
L01217,P0267,Amy Butler,2021-01-31,2028-03-08,5380
L01218,P0455,Tom Rose,2020-10-23,2025-12-05,36110
L01219,P0088,Amy Garcia,2020-08-22,2025-04-13,21556
L01220,P0001,Kevin Leonard,2021-10-14,2026-11-11,45279
L01221,P0300,Marie Morris,2021-11-24,2025-12-20,10140
L01222,P0105,Stephen Hamilton,2021-11-19,2025-03-26,22221
L01223,P0125,Rebecca Fields,2020-05-02,2026-09-16,4475
L01224,P0415,Lisa Miller,2021-01-19,2025-05-28,36308
L01225,P0283,Miss Jennifer Bartlett PhD,2024-09-20,2025-10-30,38951
L01226,P0228,Sean Rios,2021-10-11,2027-04-07,20902
L01227,P0173,Matthew Pratt,2019-12-15,2026-05-16,32591
L01228,P0370,Javier Aguirre,2023-12-22,2028-11-02,45202
L01229,P0092,Jennifer Guerrero,2023-10-07,2029-10-20,47256
L01230,P0265,Matthew Wallace,2023-11-03,2029-03-15,47113
L01231,P0231,Jacob Hull,2020-08-11,2025-04-12,37202
L01232,P0223,James Moore,2019-12-19,2029-02-09,6167
L01233,P0213,Michael Curtis,2020-11-15,2026-08-18,36583
L01234,P0388,David Thomas,2023-03-07,2027-06-03,43162
L01235,P0372,Richard Ward,2020-11-27,2029-01-17,11553
L01236,P0447,Michelle Lopez,2023-12-08,2028-04-10,22947
L01237,P0394,Melanie Weaver,2023-10-08,2027-06-21,28296
L01238,P0350,Courtney Fox,2022-06-23,2027-04-23,37549
L01239,P0014,Betty Alvarez,2024-09-13,2028-05-31,46663
L01240,P0347,Patrick Weeks,2021-05-06,2026-07-26,21323
L01241,P0336,Kristen Herrera,2023-09-15,2027-10-24,46006
L01242,P0260,Joseph Smith,2022-09-24,2028-08-03,28456
L01243,P0395,Suzanne Miller,2020-02-07,2029-10-24,41009
L01244,P0398,Francisco Davenport,2019-11-26,2026-09-16,24257
L01245,P0416,Mr. Todd Scott V,2024-01-21,2026-10-03,39469
L01246,P0150,Tonya Cox,2020-05-03,2025-09-17,37321
L01247,P0367,Amanda Smith,2023-10-20,2028-04-20,1306
L01248,P0367,Matthew Dickson,2021-06-21,2025-05-19,45899
L01249,P0490,Yvonne Fox,2020-04-15,2028-12-30,36871
